,序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
12,13,952313,国君资管君得益三个月持有混合C,2021-11-11,1.5931,1.5931,0.92,0.85,4,0.49,10.33,,,,7.61,13.76,,0.00%
13,14,007188,嘉实养老2050混合(FOF),2021-11-10,1.7079,1.7079,-0.34,0.12,0.38,2.15,10.32,14.05,54.67,,7.84,70.79,,0.08%
14,15,006307,嘉实养老2040混合(FOF),2021-11-10,1.6203,1.6203,-0.34,0.08,0.37,2.09,10.11,13.58,53.73,,7.53,62.03,,0.08%
15,16,007271,鹏华养老2045混合(FOF),2021-11-10,1.4549,1.4549,-0.32,0.72,1.32,1.06,9.94,6.55,40.94,,3.81,45.49,,0.12%
16,17,007060,汇添富养老2050混合(FOF),2021-11-11,1.7140,1.7140,0.78,0.72,3.67,-2.47,9.63,15.25,57.90,,7.67,71.40,,0.12%
17,18,008631,国泰民泽平衡养老FOF,2021-11-11,1.1244,1.1244,0.55,0.35,1.45,1.61,9.08,10.35,,,7.32,12.44,,0.12%
18,19,006620,华夏养老2045(FOF)A,2021-11-11,1.7596,1.7596,1.06,1.23,2.93,-0.51,8.76,15.25,66.99,,5.64,75.96,,0.15%
19,20,010323,华安平衡养老三年持有(FOF),2021-11-11,1.0726,1.0726,0.65,0.83,3.90,-0.53,8.58,,,,6.37,7.26,,0.12%
20,21,006621,华夏养老2045(FOF)C,2021-11-11,1.7415,1.7415,1.06,1.22,2.90,-0.60,8.54,14.79,65.67,,5.28,74.15,,0.00%
21,22,009003,中银安康平衡养老三年(FOF),2021-11-11,1.1733,1.1759,0.41,-0.06,1.85,1.44,8.45,11.49,,,6.99,17.61,,0.12%
22,23,006245,嘉实养老2030混合(FOF),2021-11-10,1.4934,1.4934,-0.32,0.03,0.47,1.99,8.35,11.49,43.13,,6.69,49.34,,0.08%
23,24,005809,前海开源裕源(FOF),2021-11-12,1.7688,1.7688,-0.15,4.07,1.83,-0.28,8.31,11.12,39.93,73.97,5.71,76.88,10.6468,0.15%
24,25,009460,安信禧悦稳健养老一年持有混合(FOF),2021-11-12,1.1351,1.1351,0.14,1.06,1.19,0.84,8.16,10.67,,,8.31,13.51,10.6120,0.12%
25,26,010958,信诚养老2035三年持有混合(FOF),2021-11-11,1.0844,1.0844,0.60,0.57,2.78,0.49,7.90,,,,,8.44,,0.08%
26,27,008625,国富平衡养老三年混合(FOF),2021-11-11,1.2160,1.2160,0.63,0.37,1.36,1.27,7.86,10.09,,,7.18,21.60,,0.08%
27,28,005220,海富通聚优精选混合(FOF),2021-11-12,1.7037,1.7037,0.25,1.95,5.06,-0.25,7.76,12.72,66.31,106.53,6.32,70.37,12.6190,0.15%
28,29,007273,鹏华长乐稳健养老混合(FOF),2021-11-10,1.1752,1.1752,-0.01,1.44,2.68,0.34,7.59,3.84,15.35,,2.57,17.52,,0.12%
29,30,007748,天弘养老2035三年(FOF),2021-11-11,1.2656,1.2656,0.73,0.45,2.65,-0.13,7.48,9.86,26.47,,5.41,26.56,,0.06%
30,31,006321,中欧预见养老2035(FOF)A,2021-11-11,1.6803,1.6803,0.91,0.92,0.78,0.56,7.39,12.77,46.11,67.41,7.77,68.03,,0.12%
31,32,005218,华夏聚惠(FOF)A,2021-11-10,1.4088,1.4088,-0.25,0.69,1.59,0.38,7.35,9.91,30.22,43.55,5.69,40.88,,0.10%
32,33,006289,华夏养老2040(FOF),2021-11-10,1.5411,1.6034,-0.35,0.90,1.04,-0.80,7.27,12.89,47.30,61.11,5.36,61.45,,0.15%
33,34,006876,国投瑞银稳健养老(FOF)A,2021-11-11,1.2519,1.2969,0.29,0.25,1.98,1.32,7.16,9.89,27.61,,6.68,30.56,,0.06%
34,35,005219,华夏聚惠(FOF)C,2021-11-10,1.3863,1.3863,-0.24,0.68,1.55,0.29,7.14,9.47,29.17,41.84,5.33,38.63,,0.00%
35,36,007904,广发锐意进取3个月持有混合(FOF)A,2021-11-11,1.5562,1.5562,0.95,0.93,2.86,-0.06,7.08,17.51,,,9.78,55.62,,0.15%
36,37,008169,汇添富核心优势三个月混合(FOF),2021-11-11,1.4742,1.4742,0.86,1.06,3.84,-2.71,7.06,13.05,,,4.32,47.42,,0.10%
37,38,009322,广发锐意进取3个月持有混合(FOF)C,2021-11-11,1.5487,1.5487,0.95,0.93,2.84,-0.08,6.95,17.15,,,9.50,56.67,,0.00%
38,39,009161,上投锦程养老五年混合(FOF),2021-11-10,1.3791,1.3791,-0.50,0.44,0.89,-0.47,6.72,10.87,,,8.34,37.91,,0.10%
39,40,010643,平安养老2025一年持有期混合(FOF),2021-11-10,1.0569,1.0569,-0.13,0.34,1.76,1.04,6.71,,,,5.69,5.69,,0.08%
40,41,007059,汇添富养老2040五年持有混合(FOF),2021-11-11,1.6829,1.6829,0.69,0.67,2.59,-3.04,6.70,12.13,54.45,,4.98,68.29,,0.15%
41,42,006305,银华尊和养老2035混合(FOF),2021-11-11,1.5788,1.5788,0.70,0.61,1.06,-1.35,6.68,11.50,45.35,,5.20,57.88,,0.08%
42,43,008168,汇添富聚焦成长三个月混合FOF,2021-11-11,1.1668,1.1668,0.80,1.03,3.46,-2.63,6.42,11.47,,,3.16,16.68,,0.12%
43,44,006861,招商和悦稳健养老(FOF)A,2021-11-11,1.2905,1.2905,0.12,0.13,1.23,1.03,6.39,9.75,25.24,,7.26,29.05,,0.12%
44,45,009370,浦银安盛睿和优选3个月持有混合(FOF)A,2021-11-10,1.1147,1.1147,-0.14,0.17,1.17,0.89,6.30,10.37,,,7.88,11.47,,0.15%
45,46,006322,中欧预见养老2035(FOF)C,2021-11-10,1.6448,1.6448,-0.11,0.29,-0.15,-0.32,6.28,10.53,42.51,63.92,6.44,64.48,,0.00%
46,47,008697,交银养老2035三年(FOF),2021-11-11,1.3489,1.3489,0.42,0.48,3.32,0.45,6.20,9.78,,,6.08,34.89,,0.10%
47,48,006862,招商和悦稳健养老(FOF)C,2021-11-11,1.2742,1.2742,0.13,0.13,1.19,0.91,6.13,9.20,24,,6.80,27.42,,0.00%
48,49,009371,浦银安盛睿和优选3个月持有混合(FOF)C,2021-11-10,1.11,1.11,-0.14,0.16,1.14,0.80,6.12,9.98,,,7.55,11,,0.00%
49,50,007649,博时颐泽平衡养老(FOF),2021-11-11,1.3015,1.3015,0.75,0.82,1.53,0.15,6.05,10.37,29.96,,4.82,30.15,,0.08%
50,51,006042,上投摩根尚睿混合(FOF),2021-11-10,1.5414,1.5414,-0.52,0.43,0.67,-0.55,5.99,10.99,34.76,55.34,7.30,54.14,,0.10%
51,52,009442,中银养老2040三年持有期混合(FOF),2021-11-11,1.0601,1.0601,0.70,0.29,1.07,0.42,5.86,6.01,,,5.17,6.01,,0.12%
52,53,009146,新华精选成长3个月混合(FOF),2021-11-11,1.2798,1.2798,0.66,-0.07,2.51,-4.11,5.79,7.65,,,1.37,27.98,,0.10%
53,54,007250,广发养老2050混合(FOF),2021-11-11,1.4135,1.4135,0.84,0.76,2.12,-0.18,5.62,12.09,37.85,,4.62,41.35,,0.15%
54,55,009884,民生加银康宁平衡养老目标三年持有混合(FOF),2021-11-12,1.0286,1.0968,0.22,0.66,1.62,-0.95,5.62,9,,,3.41,9.57,8.8284,0.08%
55,56,008145,兴全优选进取三个月持有(FOF)A,2021-11-11,1.4653,1.4653,1.15,1.05,1.48,0.18,5.59,11.46,,,6.41,46.53,,0.15%
56,57,011557,平安稳健养老一年持有期混合(FOF),2021-11-11,1.0554,1.0554,0.27,0.38,2.22,1.07,5.54,,,,,5.54,,0.80%
57,58,005217,建信福泽安泰混合(FOF),2021-11-11,1.3188,1.3188,0.42,0.44,1.55,1.05,5.50,7.97,25.50,35.23,4.66,31.88,,0.08%
58,59,007780,银华尊和养老2040混合(FOF),2021-11-11,1.4972,1.4972,0.78,0.85,1.57,-1.27,5.49,9.60,48.40,,1.82,49.72,,0.08%
59,60,007221,上投摩根锦程养老三年(FOF),2021-11-10,1.3636,1.3636,-0.43,0.29,0.78,-0.25,5.39,9.53,35.17,,6.60,36.36,,0.10%
60,61,008753,大成兴享平衡养老三年(FOF),2021-11-10,1.1478,1.1478,-0.33,0.55,1.50,-0.74,5.34,8.94,,,3.79,14.78,,0.12%
61,62,006290,南方养老2035(FOF)A,2021-11-11,1.6545,1.6545,0.63,0.50,1.86,0.10,5.24,11.55,47.72,65.45,6.37,65.45,,0.12%
62,63,005979,南方合顺多资产(FOF)A,2021-11-11,1.5809,1.5809,0.59,0.38,1.46,-0.29,5.20,10.41,47.06,,4.63,58.09,,0.08%
63,64,006894,兴业养老2035(FOF)A,2021-11-10,1.3127,1.3127,-0.55,0.48,1.09,-2.73,5.16,4.92,30.31,,1.05,31.27,,0.08%
64,65,007779,银华尊和养老2030混合(FOF),2021-11-11,1.4072,1.4072,0.61,0.49,1.18,-1.92,5.12,9.78,39.56,,2.93,40.72,,0.08%
65,66,008930,中加安瑞平衡养老三年(FOF),2021-11-11,1.0898,1.0898,0.54,0.58,2.17,0.53,5.11,8.22,,,5.42,8.98,,0.12%
66,67,007747,海富通平衡养老(FOF),2021-11-11,1.2605,1.2605,0.64,0.67,3.05,-0.51,5.06,9.07,,,5.57,26.05,,0.12%
67,68,005156,嘉实领航资产配置混合A,2021-11-10,1.3480,1.3480,-0.20,0.60,1.49,0.20,5.04,8.19,28.92,40.30,4.12,34.80,,0.08%
68,69,006291,南方养老2035(FOF)C,2021-11-11,1.6347,1.6347,0.63,0.49,1.83,0,5.03,11.11,46.54,63.47,6,63.47,,0.00%
69,70,009184,东方红颐和积极养老五年(FOF),2021-11-11,1.2182,1.2182,0.80,-0.29,0.12,-1.50,4.99,10.77,,,4.87,21.82,,1.20%
70,71,005980,南方合顺多资产(FOF)C,2021-11-11,1.5630,1.5630,0.58,0.37,1.42,-0.41,4.98,9.95,45.88,,4.25,56.30,,0.00%
71,72,006895,兴业养老2035(FOF)C,2021-11-10,1.3049,1.3049,-0.54,0.48,1.05,-2.83,4.95,4.50,29.26,,0.71,30.49,,0.00%
72,73,006306,泰达宏利泰和平衡养老(FOF),2021-11-11,1.1723,1.4603,0.52,0.51,2.21,0.10,4.91,10.56,38.03,46.79,5.56,46.45,,0.12%
73,74,007660,招商和悦均衡养老三年(FOF),2021-11-11,1.2958,1.2958,0.40,-0.02,2.09,-0.92,4.90,9.77,,,3.42,29.58,,0.12%
74,75,006292,易方达汇诚养老2043混合(FOF),2021-11-11,1.4472,1.4472,0.89,0.72,2.02,-0.28,4.83,8.78,34.25,,4.85,44.72,,0.12%
75,76,007297,大成养老2040(FOF)A,2021-11-10,1.4227,1.4227,-0.20,0.67,1.05,-1.35,4.82,6.87,32.60,,2.63,42.27,,0.12%
76,77,007652,华夏稳健养老一年(FOF),2021-11-11,1.2198,1.2198,0.25,0.48,1.51,0.22,4.77,7.84,,,4.11,21.98,,0.08%
77,78,008553,万家养老2035三年持有期混合(FOF),2021-11-10,1.1357,1.1357,-0.09,0.77,0.42,-3.06,4.74,5.68,,,1.99,13.57,,0.12%
78,79,009572,南方养老2040三年持有混合(FOF),2021-11-11,1.1089,1.1089,0.64,0.26,1.40,-0.05,4.71,7.76,,,4.64,10.89,,0.12%
79,80,010046,博时金福安一年持有混合(FOF)A,2021-11-11,1.0984,1.0984,0.60,0.63,1.11,0.81,4.71,7.90,,,3.53,9.84,,0.08%
80,81,005157,嘉实领航资产配置混合C,2021-11-10,1.3029,1.3029,-0.21,0.58,1.41,-0.01,4.62,7.32,26.86,36.96,3.40,30.29,,0.00%
81,82,007298,大成养老2040(FOF)C,2021-11-10,1.4093,1.4093,-0.20,0.66,1.02,-1.44,4.61,6.44,31.55,,2.29,40.93,,0.00%
82,83,007231,国泰民安养老2040(FOF),2021-11-11,1.3444,1.3444,0.98,1,2.54,0.65,4.57,9.13,31.42,,4.55,34.44,,0.12%
83,84,007090,海富通养老混合(FOF),2021-11-11,1.2333,1.2333,0.25,0.33,1.52,0.37,4.57,7.51,19.54,,5.81,23.33,,0.04%
84,85,010047,博时金福安一年持有混合(FOF)C,2021-11-11,1.0932,1.0932,0.59,0.63,1.08,0.70,4.49,7.46,,,3.17,9.32,,0.00%
85,86,008639,中欧预见养老2025一年持有(FOF),2021-11-11,1.0834,1.0834,0.35,0.42,0.13,1.43,4.45,4.24,,,2.73,8.34,,0.08%
86,87,007662,富国鑫旺均衡养老三年(FOF),2021-11-11,1.24,1.24,0.58,0.65,1.81,-0.82,4.40,9.17,,,4.88,24,,0.12%
87,88,009183,东方红颐和平衡养老三年(FOF),2021-11-11,1.1679,1.1679,0.57,-0.19,0.15,-0.95,4.31,9.02,,,4.51,16.79,,0.80%
88,89,009573,南方养老2045三年持有混合(FOF),2021-11-11,1.1025,1.1025,0.61,0.27,0.51,-0.24,4.21,4.83,,,1.57,9.58,,0.12%
89,90,010267,兴全安泰养老五年持有混合(FOF),2021-11-11,1.0705,1.0705,1.02,0.75,1.33,0.35,4.20,,,,5.84,7.05,,0.10%
90,91,006859,易方达汇诚养老2033(FOF),2021-11-11,1.3125,1.3125,0.76,0.47,1.09,-0.08,4.18,7.99,28.29,,4.55,31.26,,0.12%
91,92,007249,广发均衡养老三年持有混合(FOF),2021-11-11,1.3139,1.3139,0.67,0.55,1.58,0.03,4.12,8.05,31.39,,3.13,31.39,,0.15%
92,93,008461,平安盈丰三个月持有混合(FOF)A,2021-11-11,1.5576,1.5576,1.51,0.63,-2.12,-3.94,3.96,12.35,,,3.99,55.76,,0.15%
93,94,005758,中融量化精选(FOF)A,2021-11-10,1.1289,1.1289,-0.05,0.33,1.29,-0.09,3.94,1.58,9.37,16.41,0.12,12.89,,0.08%
94,95,007274,景顺长城养老混合(FOF),2021-11-10,1.3633,1.3633,-0.06,0.41,-0.56,-3,3.86,7.22,,,2.14,36.33,,0.12%
95,96,007933,嘉合永泰优选三个月持有混合(FOF)A,2021-11-11,1.0049,1.0749,0.83,0.41,2.09,-2.24,3.76,7.26,,,0.06,7.21,,0.12%
96,97,006860,易方达汇诚养老2038(FOF),2021-11-11,1.3636,1.3636,0.76,0.42,1.14,-0.26,3.74,7.45,30.48,,3.92,36.36,,0.12%
97,98,010735,申万稳健养老一年持有混合发起式(FOF),2021-11-10,1.0306,1.0306,-0.13,0.35,1.49,1.04,3.74,,,,3.06,3.06,,0.12%
98,99,006580,兴全安泰养老三年(FOF),2021-11-11,1.6136,1.6136,0.76,0.70,1.12,0.34,3.71,8.26,39.63,,5.02,61.36,,0.10%
99,100,008462,平安盈丰三个月持有混合(FOF)C,2021-11-11,1.5431,1.5431,1.51,0.63,-2.16,-4.06,3.70,11.79,,,3.54,54.31,,0.00%
100,101,005215,南方全天候策略(FOF)A,2021-11-12,1.4087,1.4087,0.08,0.64,1.38,0.17,3.66,9.51,32.56,43.25,5.93,40.87,9.4476,0.08%
101,102,007934,嘉合永泰优选三个月持有混合(FOF)C,2021-11-11,1.0020,1.0720,0.83,0.41,2.07,-2.29,3.65,7.07,,,-0.09,6.91,,0.00%
102,103,005759,中融量化精选(FOF)C,2021-11-10,1.1042,1.1042,-0.05,0.31,1.24,-0.24,3.61,0.92,8,14.26,-0.45,10.42,,0.00%
103,104,006507,前海开源裕泽(FOF),2021-11-12,1.2121,1.2121,0.07,0.51,0.68,0.70,3.56,3.64,16.82,,1.21,21.21,,0.12%
104,105,007232,万家平衡养老目标三年(FOF),2021-11-10,1.3305,1.3305,-0.28,0.54,1.74,-0.98,3.50,6.21,27.03,,2.50,33.05,,0.12%
105,106,006581,建信优享稳健养老(FOF),2021-11-10,1.1416,1.2383,-0.14,0.21,0.95,0.26,3.45,5.90,19.55,,4.07,24.32,,0.08%
106,107,007673,中加安瑞稳健养老一年(FOF),2021-11-11,1.1555,1.1555,0.23,0.26,1.07,0.35,3.40,6.42,,,4.21,15.55,,0.08%
107,108,005216,南方全天候策略(FOF)C,2021-11-12,1.3747,1.3747,0.08,0.64,1.33,0.02,3.35,8.85,30.97,40.69,5.39,37.47,8.8009,0.00%
108,109,008621,天弘永裕稳健养老一年(FOF),2021-11-11,1.1115,1.1115,0.30,0.14,1.48,0.37,3.35,5.27,,,2.92,11.15,,0.06%
109,110,009213,易方达如意安泰(FOF)A,2021-11-12,1.0665,1.0665,0.08,0.22,0.76,0.73,3.28,5.81,,,4.80,6.65,6.0139,0.08%
110,111,006296,鹏华养老2035混合(FOF),2021-11-10,1.3915,1.3915,-0.51,0.32,0.55,-1.79,3.27,1.41,26.83,,-0.70,39.15,,0.12%
111,112,007070,博时颐泽稳健养老(FOF)A,2021-11-11,1.2196,1.2196,0.33,0.38,0.77,0.33,3.22,6.56,21.92,,3.40,21.96,,0.08%
112,113,006880,交银安享稳健养老一年(FOF),2021-11-11,1.1853,1.1853,0.14,0.18,1.09,0.51,3.19,5.17,15.73,,3.97,18.53,,0.08%
113,114,007159,南方稳健养老(FOF)A,2021-11-10,1.2054,1.2054,-0.16,0.06,0.12,0.17,3.14,4.62,16.81,,3.49,20.54,,0.12%
114,115,009214,易方达如意安泰(FOF)C,2021-11-12,1.0627,1.0627,0.08,0.22,0.74,0.66,3.14,5.51,,,4.55,6.27,5.7203,0.00%
115,116,009151,国寿策略优选3个月持有混合(FOF),2021-11-11,1.0888,1.0888,0.30,0.26,1.17,0.48,3.13,5.61,,,3.21,8.88,,0.08%
116,117,011580,民生加银稳健配置6个月混合(FOF),2021-11-12,1.0321,1.0321,0.05,0.38,1.34,-0.19,3.12,,,,,3.21,3.21,0.06%
117,118,009335,工银稳健养老目标一年持有混合发起(FOF),2021-11-10,1.0590,1.0590,-0.06,0.27,0.38,-0.12,2.98,5.17,,,2.80,5.89,,0.08%
118,119,007071,博时颐泽稳健养老(FOF)C,2021-11-11,1.2034,1.2034,0.33,0.36,0.72,0.19,2.96,6.03,20.70,,2.95,20.34,,0.00%
119,120,006295,工银养老2035(FOF),2021-11-10,1.5699,1.5699,-0.10,0.45,0.33,-2.40,2.93,9.56,44.60,56.94,3.07,56.99,,0.05%
120,121,007160,南方稳健养老(FOF)C,2021-11-10,1.1935,1.1935,-0.15,0.05,0.08,0.07,2.93,4.20,15.90,,3.14,19.35,,0.00%
121,122,007247,易方达汇智稳健养老混合(FOF),2021-11-11,1.1510,1.1510,0.34,0.22,0.96,-0.33,2.91,5.36,15.10,,3.35,15.10,,0.12%
122,123,006622,华夏养老2035(FOF)A,2021-11-10,1.3595,1.3595,-0.25,0.44,1.57,-1.09,2.90,6.67,33.51,,3.35,35.95,,0.15%
123,124,006991,民生加银康宁养老(FOF),2021-11-12,1.2476,1.2476,0.02,0.22,0.72,-0.66,2.87,5.03,19.28,,2.15,24.76,5.1496,0.10%
124,125,007688,泰达养老2040三年持有混合(FOF)A,2021-11-11,1.2096,1.2096,0.56,0.25,2.02,-0.40,2.85,6.35,,,2.06,20.96,,0.12%
125,126,007695,泰达养老2040三年持有混合(FOF)E,2021-11-11,1.2096,1.2096,0.55,0.24,2.02,-0.40,2.85,6.35,,,2.05,20.96,,0.12%
126,127,007668,广发养老2035三年持有期混合(FOF),2021-11-11,1.1087,1.1087,0.57,0.28,2.80,0.47,2.82,8.77,,,3.91,10.87,,0.15%
127,128,007255,华宝稳健养老(FOF),2021-11-11,1.2307,1.2307,0.29,0.24,0.39,0.09,2.76,3.86,21.51,,1.18,23.06,,0.08%
128,129,006623,华夏养老2035(FOF)C,2021-11-10,1.3457,1.3457,-0.25,0.43,1.53,-1.20,2.69,6.25,32.44,,2.99,34.57,,0.00%
129,130,007694,泰达养老2040三年持有混合(FOF)C,2021-11-11,1.2014,1.2014,0.55,0.24,2,-0.50,2.65,5.92,,,1.71,20.14,,0.00%
130,131,009143,上投摩根养老一年混合(FOF),2021-11-10,1.1087,1.1087,-0.17,0.18,0.49,0.24,2.65,5.39,,,3.23,10.87,,0.10%
131,132,010266,兴全安泰稳健养老一年持有混合(FOF),2021-11-11,1.0522,1.0522,0.26,0.31,0.63,0.62,2.63,,,,4.06,5.22,,0.10%
132,133,006297,富国鑫旺稳健养老(FOF),2021-11-11,1.1564,1.1864,0.11,0.16,0.74,0.35,2.51,4.97,13.21,,4.02,18.84,,0.08%
133,134,008754,泰康睿福3月持有混合(FOF)A,2021-11-11,1.3188,1.3188,0.52,0.47,1.77,-2.27,2.44,9.36,,,2.69,31.88,,0.10%
134,135,008609,广发养老2040(FOF),2021-11-11,1.1898,1.1898,0.69,0.67,1.83,-0.45,2.44,8.68,,,3.20,18.98,,0.15%
135,136,007643,华安稳健养老一年(FOF),2021-11-11,1.1411,1.1411,0.23,0.25,1.10,0.28,2.36,5.45,,,3.25,14.11,,0.12%
136,137,009355,泰达泰和稳健养老一年(FOF),2021-11-11,1.0942,1.0947,0.18,0.18,1.02,0.13,2.36,5.75,,,3.73,9.47,,0.08%
137,138,007661,南方养老2030三年(FOF),2021-11-11,1.3121,1.3121,0.68,0.14,1.06,-1.15,2.32,7.39,,,2.76,31.21,,0.12%
138,139,009383,人保稳进配置三个月持有(FOF),2021-11-12,1.0633,1.0633,0.10,0.92,1.53,1.21,2.27,5.10,,,3.77,6.33,5.2043,0.08%
139,140,006294,万家稳健养老(FOF),2021-11-10,1.2160,1.2160,-0.03,0.06,0.05,0,2.16,4.32,15.95,,2.89,21.60,,0.08%
140,141,008755,泰康睿福3月持有混合(FOF)C,2021-11-11,1.3065,1.3065,0.52,0.46,1.72,-2.41,2.13,8.72,,,2.17,30.65,,0.00%
141,142,006575,华安养老2030三年(FOF),2021-11-11,1.2561,1.2561,0.67,0.37,1.85,-0.92,2.11,4.82,22.69,,1.02,25.61,,0.12%
142,143,009174,东方红颐和稳健养老两年(FOF),2021-11-11,1.0671,1.0671,0.20,0,0.06,0.30,2,3.96,,,2.35,6.71,,0.60%
143,144,008886,民生卓越配置6个月混合(FOF),2021-11-12,1.1546,1.1546,0.06,0.29,0.83,-1.26,1.97,4.69,,,1.53,15.46,4.6118,0.06%
144,145,009185,农银汇理永乐3月持有(FOF),2021-11-10,1.0703,1.0703,-0.07,0.61,1.35,-0.39,1.96,3.47,,,1.76,7.03,,0.08%
145,146,011233,泰康福泰平衡养老三年持有混合(FOF),2021-11-10,1.0189,1.0189,-0.18,0.55,0.88,-1.12,1.91,,,,,1.89,,0.10%
146,147,007272,景顺稳健养老目标三年混合(FOF),2021-11-10,1.2167,1.2167,-0.21,0.25,0.40,-1.99,1.82,4.29,21.84,,0.93,21.68,,0.12%
147,148,009113,浙商汇金卓越优选3个月(FOF),2021-11-12,1.1862,1.1862,-0.16,1.11,1.30,-0.30,1.76,8.40,,,1.58,18.62,8.0919,0.10%
148,149,005221,泰达宏利全能混合(FOF)A,2021-11-11,1.2757,1.2757,0.35,0.33,0.97,0.52,1.65,5.25,21.06,30.23,2.25,27.57,,0.12%
149,150,007310,银华尊尚稳健养老混合(FOF),2021-11-11,1.2381,1.2381,0.34,0.06,-0.24,-1.28,1.61,5.01,22.69,,1.86,23.80,,0.08%
150,151,008158,招商盛鑫优选3个月持有(FOF)A,2021-11-11,1.1129,1.1129,1.10,0.50,1.33,-3.17,1.59,7.92,,,0.87,11.29,,0.12%
151,152,007401,浦银颐和稳健养老一年(FOF)A,2021-11-10,1.1112,1.1112,-0.07,0.08,0.20,0.35,1.55,5.16,,,3.80,11.12,,0.08%
152,153,005222,泰达宏利全能混合(FOF)C,2021-11-11,1.2588,1.2588,0.36,0.33,0.94,0.43,1.48,4.93,20.31,29.04,1.98,25.88,,0.00%
153,154,008159,招商盛鑫优选3个月持有(FOF)C,2021-11-11,1.1063,1.1063,1.11,0.49,1.30,-3.26,1.38,7.50,,,0.53,10.63,,0.00%
154,155,007402,浦银颐和稳健养老一年(FOF)C,2021-11-10,1.1026,1.1026,-0.07,0.08,0.16,0.25,1.35,4.74,,,3.44,10.26,,0.00%
155,156,009340,工银养老2055混合(FOF),2021-11-10,1.1070,1.1070,-0.03,0.76,0.21,-4.71,1.30,6.27,,,0.59,10.70,,0.12%
156,157,006298,广发稳健养老(FOF),2021-11-11,1.19,1.2384,0.27,0.17,0.68,-0.03,1.26,4.20,17.54,,2.47,24.61,,0.12%
157,158,008617,国寿稳健养老一年混合(FOF),2021-11-11,1.0294,1.0294,0.18,0.22,0.65,0.25,1.26,2.03,,,0.88,2.94,,0.08%
158,159,010281,华夏保守养老一年持有混合(FOF),2021-11-10,1.0185,1.0185,-0.03,0.30,0.49,-0.96,1.05,,,,,1.85,,0.08%
159,160,006763,汇添富养老2030混合(FOF),2021-11-11,1.5317,1.5317,0.79,0.06,-0.07,-3.84,0.97,11.53,42.43,,2.35,53.17,,0.12%
160,161,007407,农银养老2035混合(FOF),2021-11-10,1.3074,1.3074,0.07,0.43,0.30,-2.67,0.61,2.26,30.12,,0.10,30.74,,0.08%
161,162,010193,农银养老2045五年持有混合(FOF),2021-11-10,1.02,1.02,-0.02,0.50,-0.48,-4.66,0.53,2,,,0.39,2,,0.08%
162,163,006918,国联安安享稳健养老(FOF),2021-11-11,1.1526,1.1526,0.16,0.23,0.65,-1.17,0.40,2.22,12.37,,0.95,15.26,,0.08%
163,164,007638,前海开源康颐平衡养老三年(FOF),2021-11-11,1.1008,1.1008,1.33,1.38,0.29,-3.49,0.37,1.31,,,-2.16,10.08,,0.15%
164,165,007651,工银养老2045三年持有混合(FOF),2021-11-10,1.2958,1.2958,-0.06,0.61,0.21,-3.77,-0.03,3.72,,,-0.74,29.58,,0.12%
165,166,011696,南方浩睿进取京选3个月混合(FOF)A,2021-11-11,0.9986,0.9986,1.04,0.72,2.09,-3.57,-0.15,,,,,-0.14,,1.50%
