,序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
13,14,009512,天弘添利债券(LOF)E,2021-11-15,1.3695,1.3695,0.01,2.95,8.31,11.59,28.51,27.29,,,35.18,36.95,27.3531,0.08%
14,15,164206,天弘添利债券(LOF)C,2021-11-15,1.7107,2.2040,0.01,2.95,8.29,11.50,28.29,26.85,48.50,54.67,34.78,175.42,26.9199,0.00%
15,16,006030,南方昌元转债A,2021-11-15,1.8516,1.8516,-0.88,2.52,7.50,6.17,27.10,39.64,91.62,,27.08,85.16,40.4375,0.08%
16,17,006031,南方昌元C,2021-11-15,1.8252,1.8252,-0.89,2.51,7.45,6.03,26.78,38.95,89.73,,26.53,82.52,39.7511,0.00%
17,18,360013,光大信用添益债券A,2021-11-15,1.2210,2.04,0,4.76,9.51,9.33,25.98,21.40,68.04,73.18,19.67,152.45,20.6833,0.08%
18,19,360014,光大信用添益债券C,2021-11-15,1.2190,2,0,4.77,9.53,9.26,25.81,21.01,66.88,71.51,19.29,144.04,20.2975,0.00%
19,20,001751,华商信用增强债券A,2021-11-15,1.4050,1.4050,-0.85,0.86,-0.07,-2.16,25.11,43.95,57.51,62.80,31.80,40.50,45.0358,0.08%
20,21,001752,华商信用增强债券C,2021-11-15,1.3710,1.3710,-0.80,0.88,-0.07,-2.21,24.86,43.56,56.33,60.92,31.45,37.10,44.5607,0.00%
21,22,530020,建信转债增强债券A,2021-11-12,3.43,3.43,1.21,3.81,9.27,8.65,24.14,22.46,43.33,58.80,18.28,243,21.5881,0.08%
22,23,531020,建信转债增强债券C,2021-11-12,3.3140,3.3140,1.22,3.82,9.23,8.58,23.93,22.02,42.29,57.06,17.89,231.40,21.2143,0.00%
23,24,007032,平安可转债债券A,2021-11-15,1.4558,1.4558,-1.50,3.45,7.81,6.86,23.33,27.36,45.29,,23.69,45.58,29.5835,0.06%
24,25,007033,平安可转债债券C,2021-11-15,1.4428,1.4428,-1.50,3.45,7.78,6.75,23.08,26.85,44.14,,23.26,44.28,29.0712,0.00%
25,26,005771,银华可转债债券,2021-11-15,1.7998,1.7998,-1.39,3.66,10.03,8.62,22.61,27.37,56.60,78.78,20.88,79.96,28.6077,0.08%
26,27,720003,财通收益增强债券A,2021-11-15,1.4154,1.7644,-0.51,0.83,2.14,-1.82,22.50,27.93,47.67,51.24,16.47,86.70,28.4814,0.08%
27,28,005461,南方希元转债,2021-11-12,1.9048,1.9048,1.36,4.18,10.88,4.36,22.37,28.90,71.08,108.31,18.41,90.48,29.4022,0.08%
28,29,003204,财通收益增强债券C,2021-11-15,1.3622,1.6392,-0.52,0.82,2.10,-1.92,22.23,27.41,46.61,49.59,16.05,71.30,27.9705,0.00%
29,30,000297,鹏华可转债债券A,2021-11-12,1.71,1.7670,1,3.57,6.88,3.76,22.06,33.18,86.23,120.49,23.73,78.60,32.4904,0.08%
30,31,010964,鹏华可转债债券C,2021-11-12,1.3010,1.3010,1.01,3.50,6.81,3.67,21.82,,,,23.43,-0.76,-0.762777,0.00%
31,32,050019,博时转债增强债券A,2021-11-15,2.2210,2.2260,-0.09,2.92,5.26,5.66,21.50,25.27,61.06,87.11,18.71,122.79,24.4681,0.08%
32,33,050119,博时转债增强债券C,2021-11-15,2.1550,2.1590,-0.14,2.86,5.22,5.53,21.20,24.71,59.75,84.98,18.21,116.04,23.9518,0.00%
33,34,006898,天弘弘丰增强回报债券A,2021-11-15,1.3146,1.3146,-0.02,2.54,6,8.35,21.17,23.43,28.78,,29.80,31.46,23.6993,0.08%
34,35,006899,天弘弘丰增强回报债券C,2021-11-15,1.3008,1.3008,-0.02,2.53,5.96,8.24,20.94,22.95,27.77,,29.36,30.08,23.2219,0.00%
35,36,000067,民生加银转债优选A,2021-11-15,1.0280,1.4280,-2,1.98,3.01,-6.55,20.66,22.53,44.18,67.97,18.30,42.76,25.3286,0.08%
36,37,320004,诺安优化收益债券,2021-11-15,1.7696,2.5032,0.03,1.68,2.37,4,20.63,20.93,51.70,71.64,16.81,232.49,20.3879,0.00%
37,38,000068,民生加银转债优选C,2021-11-15,1.0030,1.3930,-1.96,1.93,2.98,-6.61,20.41,21.87,43.08,66.06,17.86,38.31,24.7561,0.00%
38,39,007316,交银可转债债券A,2021-11-15,1.5160,,-0.43,2.09,5.12,3.84,20.33,23.86,49.11,,18.22,51.60,23.5094,0.08%
39,40,007317,交银可转债债券C,2021-11-15,1.5019,,-0.43,2.07,5.08,3.73,20.08,23.36,47.91,,17.81,50.19,23.0242,0.00%
40,41,002765,新华双利债券A,2021-11-12,1.4140,1.4140,0.55,3.67,7.33,5.48,19.91,15.71,26.02,34.28,18.03,41.40,16.8595,0.08%
41,42,008331,万家可转债债券A,2021-11-12,1.2185,1.2185,0.38,1.58,3.61,6.23,19.87,18.36,,,21.32,21.85,18.7275,0.08%
42,43,002766,新华双利债券C,2021-11-12,1.3832,1.3832,0.55,3.66,7.29,5.38,19.67,15.27,24.95,32.49,17.62,38.32,16.3331,0.00%
43,44,008332,万家可转债债券C,2021-11-12,1.2110,1.2110,0.38,1.57,3.58,6.13,19.64,17.89,,,20.91,21.10,18.2617,0.00%
44,45,006618,长江可转债债券A,2021-11-15,1.5273,1.5273,0.12,2.22,4.95,4.92,18.35,21.59,45.53,,17.20,52.73,20.2412,0.08%
45,46,290003,泰信双息双利债券,2021-11-15,1.2160,1.7263,0.19,0.98,2.37,2.59,18.28,10.89,22.85,25.99,6.61,96.62,10.8645,0.00%
46,47,006619,长江可转债债券C,2021-11-15,1.5102,1.5102,0.11,2.20,4.92,4.81,18.10,21.10,44.36,,16.78,51.02,19.7697,0.00%
47,48,003073,泰达宏利汇利债券A,2021-11-15,1.2932,1.3414,0.02,0.11,1.33,2.12,17.53,22.45,23.94,28.37,20.38,35.33,22.3629,0.08%
48,49,006102,浙商丰利增强债券,2021-11-15,1.8436,1.8436,-0.80,1.39,-2.47,2.01,17.47,30.30,71.71,83.22,27.89,84.36,30.4140,0.08%
49,50,004993,中欧可转债债券A,2021-11-15,1.5785,1.5785,-1.14,1.85,4.25,3.30,17.06,12.76,33.74,62.73,10.19,57.85,13.5875,0.08%
50,51,675011,西部利得稳健双利债券A,2021-11-12,1.6690,1.8240,0.66,1.71,3.28,2.58,17.04,22.45,51.87,65.55,18.28,92.89,22.1815,0.08%
51,52,161624,融通可转债债券A,2021-11-12,1.2490,1.3590,1.02,4.16,10.41,9.86,17,25.23,44.78,56.87,25,34.32,25.1754,0.08%
52,53,006147,宝盈融源可转债债券A,2021-11-12,1.2092,1.2092,1.51,2.93,11.12,-1.65,16.94,1.91,21.74,,1.59,20.92,1.9046,0.08%
53,54,675013,西部利得稳健双利债券C,2021-11-12,1.6430,1.7680,0.67,1.67,3.27,2.50,16.86,21.97,50.60,63.45,17.86,84.91,21.7037,0.00%
54,55,004994,中欧可转债债券C,2021-11-15,1.5554,1.5554,-1.14,1.83,4.22,3.19,16.82,12.30,32.69,61.01,9.81,55.54,13.1373,0.00%
55,56,161625,融通可转债债券C,2021-11-12,1.2149,1.3249,1.01,4.15,10.38,9.75,16.77,24.73,43.62,55,24.58,30.71,24.6947,0.00%
56,57,006148,宝盈融源可转债债券C,2021-11-12,1.2012,1.2012,1.51,2.92,11.10,-1.73,16.77,1.61,21,,1.32,20.12,1.5986,0.00%
57,58,003218,前海开源祥和债券A,2021-11-15,1.4835,1.4835,-0.31,-0.35,1.30,1.62,16.72,18.47,22.55,41.26,19.17,48.35,18.8388,0.08%
58,59,003219,前海开源祥和债券C,2021-11-15,1.4726,1.4726,-0.31,-0.36,1.27,1.51,16.48,17.98,21.56,39.56,18.75,47.26,18.3654,0.00%
59,60,005945,工银可转债优选债券A,2021-11-12,1.5885,1.5885,0.27,2.79,5.90,6.87,16.26,18.09,40.60,59.30,16.45,58.83,19.0869,0.08%
60,61,002101,创金合信转债精选债券A,2021-11-12,1.3291,1.4149,0.53,2.19,5.97,1.95,16.06,14.47,19.79,31.32,15.78,41.49,15.3832,0.08%
61,62,005946,工银可转债优选债券C,2021-11-12,1.5653,1.5653,0.27,2.78,5.86,6.76,16.03,17.61,39.47,57.44,16.05,56.51,18.6193,0.00%
62,63,002102,创金合信转债精选债券C,2021-11-12,1.3157,1.2850,0.53,2.19,5.94,1.87,15.89,14.13,19.09,30.11,15.47,28.50,15.0490,0.00%
63,64,002280,华富安享债券,2021-11-15,1.5648,1.5648,-0.10,0.98,2.41,2.27,15.83,17.72,36.84,53.08,15.28,56.48,17.1854,0.08%
64,65,005246,国泰可转债债券,2021-11-15,1.5860,1.5860,-0.36,2.75,5.90,6.61,15.19,15.91,48.21,69.26,14.93,58.60,15.1892,0.08%
65,66,006254,长城久悦债券,2021-11-15,1.2185,1.2185,-0.24,2.72,5.22,4.27,15.14,10.71,18.47,,9.05,21.85,11.1779,0.08%
66,67,002644,大成景荣债券A,2021-11-12,1.1440,1.1440,0,-0.09,5.05,1.06,14.40,8.23,15.32,18.06,7.82,14.40,8.2308,0.08%
67,68,010118,天弘多元收益债券A,2021-11-15,1.1973,1.1973,-0.03,1.48,2.68,5.67,14.31,19.19,,,20.63,19.73,,0.08%
68,69,470058,汇添富可转换债券A,2021-11-15,2.0530,2.3350,-0.53,1.73,4.85,4.53,14.25,17.85,45.81,79.23,15.01,154.97,17.9428,0.08%
69,70,010119,天弘多元收益债券C,2021-11-15,1.1936,1.1936,-0.03,1.49,2.66,5.59,14.14,18.84,,,20.32,19.36,,0.00%
70,71,470059,汇添富可转换债券C,2021-11-15,1.96,2.2420,-0.56,1.66,4.76,4.37,13.95,17.37,44.65,77.02,14.62,144.84,17.4613,0.00%
71,72,610108,信达澳银信用债债券C,2021-11-12,1.1610,1.5080,0.52,2.20,4.13,4.78,13.71,17.07,26.97,42.99,15.41,57.57,17.3790,0.00%
72,73,005579,光大晟利债券A,2021-11-15,1.22,1.22,-0.37,2.70,6.21,6.98,13.71,12.67,16.21,21,12.49,22,13.0656,0.08%
73,74,610008,信达澳银信用债债券A,2021-11-12,1.1620,1.5480,0.43,2.20,4.12,4.78,13.70,17.09,27.30,43.51,15.39,62.31,17.3991,0.08%
74,75,163816,中银转债增强债券A,2021-11-15,3.1420,3.1420,-1.32,1.62,5.01,0.71,13.59,13.55,48.35,75.92,10.28,214.20,15.1537,0.08%
75,76,005580,光大晟利债券C,2021-11-15,1.20,1.20,-0.37,2.70,6.18,6.89,13.49,12.22,15.30,19.15,12.11,20,12.6239,0.00%
76,77,006212,东方臻选纯债债券A,2021-11-12,1.0610,1.2410,0.01,0.05,0.25,11.18,13.45,15.69,20.03,25.31,15.37,25.96,15.9317,0.08%
77,78,006213,东方臻选纯债债券C,2021-11-12,1.1639,1.6059,0.01,0.04,0.25,11.18,13.42,15.60,19.82,24.95,15.30,64.20,15.8422,0.00%
78,79,163817,中银转债增强债券B,2021-11-15,3.0220,3.0220,-1.34,1.58,5,0.63,13.40,13.14,47.27,73.98,9.93,202.20,14.7621,0.00%
79,80,164814,工银双债增强债券,2021-11-15,1.0840,1.7680,-0.09,0.84,1.07,3.42,13.36,9.89,26.11,47.92,10.99,100.50,9.1979,0.08%
80,81,002866,新华丰盈回报债券,2021-11-12,1.4614,1.4614,0.39,1.63,3.05,7.67,13.06,9.06,23.74,35.06,11.73,46.14,9.7971,0.08%
81,82,003401,工银可转债债券,2021-11-12,1.5606,1.5606,0.34,3.23,7.65,7.26,12.67,11.05,37.32,63.74,9.22,56.06,11.9593,0.08%
82,83,005717,兴业机遇债券A,2021-11-12,1.3506,1.4206,0.58,1.50,6.15,7.96,12.50,13.90,34.37,,15.34,43.97,13.8402,0.08%
83,84,008222,兴业机遇债券C,2021-11-12,1.3817,1.4217,0.58,1.49,6.12,7.85,12.28,13.44,,,14.94,37.48,13.3842,0.00%
84,85,007683,华商转债精选债券A,2021-11-15,1.1323,1.1323,0.15,2.29,3.03,1.45,12.18,13.14,,,15.12,13.23,12.8456,0.08%
85,86,007684,华商转债精选债券C,2021-11-15,1.1285,1.1285,0.14,2.28,3,1.37,12,12.79,,,14.81,12.85,12.5212,0.00%
86,87,004025,融通收益增强债券A,2021-11-12,1.2439,1.3939,0.96,2.90,8.62,6.99,11.91,11.90,22.48,34.95,10.78,42.70,12.4989,0.08%
87,88,040022,华安可转债债券A,2021-11-15,1.7120,1.7120,0.47,2.58,3.51,4.45,11.90,17.10,40.21,60.60,12.04,71.20,15.9973,0.08%
88,89,310518,申万菱信可转债债券,2021-11-12,2.0340,2.1840,0.39,1.85,5.06,-0.39,11.76,26.02,45.18,72.81,18.26,133.37,26.6501,0.08%
89,90,002405,光大中高等级债券A,2021-11-15,1.3131,1.3537,0.24,2.99,6.84,4.80,11.73,8.97,28.51,36.44,7.54,36,8.6152,0.08%
90,91,004026,融通收益增强债券C,2021-11-12,1.2344,1.3734,0.96,2.89,8.58,6.88,11.69,11.46,21.51,33.30,10.39,40.28,12.0552,0.00%
91,92,040023,华安可转债债券B,2021-11-15,1.6450,1.6450,0.43,2.56,3.46,4.31,11.68,16.67,39.17,58.78,11.68,64.50,15.5963,0.00%
92,93,161908,万家添利债券(LOF),2021-11-12,1.2602,1.9506,0.08,0.92,1.46,4.86,11.59,11.70,23.13,38.47,13.32,116.30,11.9879,0.00%
93,94,519967,长信利富债券A,2021-11-15,1.3996,1.4596,-0.55,0.97,2.53,2.27,11.59,11.91,40.97,50.63,7.45,46.63,11.9039,0.08%
94,95,519977,长信可转债债券A,2021-11-15,1.8560,2.8160,-0.54,2.73,6.02,5.16,11.55,10.12,36.78,51.12,8.46,259.35,10.1659,0.08%
95,96,002406,光大中高等级债券C,2021-11-15,1.2910,1.3311,0.24,2.98,6.81,4.70,11.51,8.52,27.49,34.83,7.16,33.71,8.1814,0.00%
96,97,165509,信诚增强收益债券(LOF),2021-11-12,1.2930,2.0610,0.47,2.78,5.57,2.43,11.51,18.19,40.94,47.02,12.44,151.64,18.2901,0.08%
97,98,519976,长信可转债债券C,2021-11-15,1.7919,2.6989,-0.55,2.72,5.99,5.07,11.35,9.73,35.81,49.23,8.12,236.18,9.7855,0.00%
98,99,213007,宝盈增强收益债券A/B,2021-11-12,1.4676,2.0496,-0.14,0.77,3.47,2.11,11.11,13.75,20.20,30.56,11.40,139.64,14.1213,0.08%
99,100,004222,金信民旺债券A,2021-11-15,1.1872,1.1872,0.12,1.57,2.42,-0.07,10.97,10.81,25.67,29.68,7.38,18.72,11.1028,0.08%
100,101,110035,易方达双债增强债券A,2021-11-15,1.6390,2.1490,0.24,1.24,2.69,4.31,10.95,14.17,38.55,56.87,17.03,128.75,13.8253,0.08%
101,102,213917,宝盈增强收益债券C,2021-11-12,1.3751,1.9571,-0.15,0.76,3.43,2,10.89,13.29,19.22,28.98,11.02,118.11,13.6634,0.00%
102,103,166010,中欧鼎利债券A,2021-11-15,1.2873,1.8175,-0.92,0.81,1.96,-0.23,10.76,14.32,34.37,38.11,10.11,105.56,15.3363,0.08%
103,104,004402,金信民旺债券C,2021-11-15,1.1636,1.1636,0.12,1.56,2.39,-0.16,10.76,10.37,24.68,28.07,7.01,16.36,10.6541,0.00%
104,105,009465,东方可转债债券A,2021-11-12,1.1083,1.1083,0.98,3.33,7.61,5.69,10.74,,,,,10.83,10.83,0.08%
105,106,110036,易方达双债增强债券C,2021-11-15,1.6020,2.0740,0.25,1.26,2.69,4.21,10.73,13.73,37.39,55.31,16.62,120.45,13.3814,0.00%
106,107,710301,富安达增强收益债券A,2021-11-12,1.5835,1.6035,1.01,6.45,13.69,6.14,10.70,8.44,37.89,60.32,9.29,61.45,8.3698,0.08%
107,108,000080,天治可转债增强债券A,2021-11-15,1.6640,1.6640,-0.24,1.53,2.40,3.68,10.64,12.05,29.29,52.94,11.75,66.40,11.7962,0.08%
108,109,161626,融通通福债券(LOF)A,2021-11-12,1.3206,2.1029,0.38,1.14,3.74,4.78,10.64,9.16,18.02,25.89,9.17,107.53,9.3031,0.08%
109,110,005121,富国兴利增强债券,2021-11-15,1.5497,1.5497,-0.27,0.81,2.85,3.13,10.61,20.71,45.06,53.62,14.76,54.97,21.1240,0.08%
110,111,161627,融通通福债券(LOF)C,2021-11-12,1.3029,1.4809,0.39,1.15,3.76,4.82,10.59,8.94,17.38,24.92,9,48.24,9.0932,0.00%
111,112,240012,华宝增强收益债券A,2021-11-15,1.3934,1.7734,0.14,2.56,5.90,5.91,10.51,9.70,16.36,24.05,9.65,87.49,9.6014,0.08%
112,113,009466,东方可转债债券C,2021-11-12,1.1052,1.1052,0.97,3.31,7.57,5.59,10.51,,,,,10.52,10.52,0.00%
113,114,000081,天治可转债增强债券C,2021-11-15,1.6130,1.6130,-0.19,1.57,2.41,3.60,10.48,11.63,28.32,51.03,11.40,61.30,11.2948,0.00%
114,115,002412,华富安福债券,2021-11-15,1.2921,1.2921,-0.26,1.41,3.24,-1.25,10.44,11.92,26.99,27.05,8.84,29.21,11.2495,0.08%
115,116,040036,华安安心收益债券A,2021-11-15,1.1590,1.8240,-0.52,-0.69,1.58,3.11,10.40,10.22,22.02,33.35,6.89,109.88,10.4015,0.08%
116,117,002965,中海合嘉增强收益债券A,2021-11-15,1.3757,1.3757,0.05,0.92,1.53,2.86,10.37,15.83,43.47,44.58,10.93,37.57,15.6337,0.08%
117,118,004267,金鹰持久增利债券(LOF)E,2021-11-12,1.5290,1.6190,0.20,0.88,1.68,1.55,10.31,15.05,43.70,61.22,10.27,63.03,13.3966,0.06%
118,119,000466,融通通瑞债券A/B,2021-11-12,1.3070,1.3820,0.08,0.93,3.32,2.11,10.30,13.36,25.55,23.65,10.39,40.46,13.5534,0.06%
119,120,240013,华宝增强收益债券B,2021-11-15,1.3115,1.6915,0.14,2.56,5.86,5.80,10.28,9.26,15.44,22.57,9.26,78.30,9.1599,0.00%
120,121,002966,中海合嘉增强收益债券C,2021-11-15,1.3695,1.3695,0.04,0.91,1.50,2.80,10.26,15.59,42.85,44.58,10.73,36.95,15.4119,0.00%
121,122,040037,华安安心收益债券B,2021-11-15,1.1530,1.8150,-0.60,-0.77,1.50,2.95,10.15,9.78,21.15,30.51,6.54,107.86,10.0535,0.00%
122,123,710302,富安达增强收益债券C,2021-11-12,1.5191,1.5391,1,6.43,13.65,6.03,10.14,7.68,36.32,57.91,8.58,54.89,7.6231,0.00%
123,124,162105,金鹰持久增利债券(LOF)C,2021-11-12,1.4306,1.9363,0.20,0.87,1.65,1.45,10.11,14.63,42.60,59.21,9.93,125.79,12.9783,0.00%
124,125,000859,融通通瑞债券C,2021-11-12,1.2540,1.2540,0.08,0.88,3.29,2.03,10.10,12.97,24.53,22.10,10,25.40,13.0748,0.00%
125,126,202105,南方广利回报债券A/B,2021-11-15,1.6810,2.0130,-0.41,0.70,3.55,2.10,10.04,15.54,33.12,47.35,11.22,112.34,15.6388,0.08%
126,127,004427,交银增利增强债券A,2021-11-15,1.2475,,-0.12,0.90,2.97,2.66,10,10.45,34.27,47.43,9.47,56.43,10.1747,0.08%
127,128,003628,兴银收益增强债券,2021-11-12,1.2811,1.2811,0.55,1.09,2.18,4.17,9.96,12.61,23.22,26.54,10.32,28.10,12.3673,0.08%
128,129,004428,交银增利增强债券C,2021-11-15,1.2398,,-0.13,0.89,2.94,2.56,9.78,9.99,33.13,45.60,9.06,53.90,9.7233,0.00%
129,130,202107,南方广利回报债券C,2021-11-15,1.7430,1.96,-0.40,0.69,3.52,1.97,9.77,15.14,32.06,45.66,10.87,105.28,15.1487,0.00%
130,131,519162,新华增怡债券A,2021-11-12,1.4191,1.6461,0.29,0.93,2.22,3.31,9.73,15.59,15.84,23.76,15.51,71.17,15.5901,0.08%
131,132,007128,天弘增强回报债券A,2021-11-12,1.3673,1.3673,0.14,0.63,1.59,0.82,9.38,11.84,33.63,,12.19,36.73,11.7714,0.08%
132,133,519190,万家双利债券,2021-11-12,1.4085,1.4759,0.41,1.40,1.35,3.93,9.29,7.78,18,27.99,7.63,50.22,7.7329,0.08%
133,134,009735,天弘增强回报债券E,2021-11-12,1.2208,1.2208,0.14,0.62,1.56,0.74,9.21,11.50,,,11.91,22.08,11.4479,0.00%
134,135,100051,富国可转债A,2021-11-15,2.2840,2.2840,-0.35,1.78,2.38,2.06,9.18,19.58,48.31,66.96,15.12,128.40,19.6867,0.08%
135,136,007129,天弘增强回报债券C,2021-11-12,1.3540,1.3540,0.14,0.62,1.56,0.72,9.17,11.39,32.58,,11.81,35.40,11.3395,0.00%
136,137,002794,天弘永利债券E,2021-11-15,1.1301,1.3365,0.09,0.49,1.20,2.83,9.14,11.06,30.28,43.12,12.19,37.29,10.8117,0.08%
137,138,420102,天弘永利债券B,2021-11-15,1.2259,1.9414,0.09,0.50,1.21,2.83,9.14,11.07,30.27,43.13,12.19,137.89,10.8079,0.08%
138,139,003429,中证兴业中高等级信用债指数,2021-11-12,1.0704,1.3004,0.01,0.06,0.40,6.80,9.06,11.69,16.83,22.67,11.36,34.19,11.7979,0.06%
139,140,009758,富国可转债C,2021-11-15,2.2780,2.2780,-0.35,1.74,2.34,1.97,9.05,19.33,,,14.88,34.32,19.3734,0.00%
140,141,009610,天弘永利债券C,2021-11-15,1.1011,1.1986,0.09,0.49,1.19,2.76,8.97,10.73,,,11.90,20.74,10.4862,0.00%
141,142,003197,光大安诚债券A,2021-11-15,1.1967,1.2732,-0.34,3.06,6.80,5.30,8.93,5.49,11.40,16.30,5.87,28.77,5.7694,0.08%
142,143,420002,天弘永利债券A,2021-11-15,1.2242,1.8822,0.09,0.48,1.17,2.72,8.92,10.62,29.24,41.43,11.80,125.17,10.3710,0.00%
143,144,005886,华夏鼎沛债券A,2021-11-12,1.4136,1.5138,0.41,1.57,2.43,1.24,8.83,4.99,29.45,52.27,6.48,52.42,4.8742,0.08%
144,145,002688,红塔红土长益定开债A,2021-11-12,1.0423,1.3455,0.34,1.42,3.94,3.02,8.83,3.84,22.97,29.40,5.58,34.55,,0.08%
145,146,000054,鹏华双债增利债券,2021-11-12,1.4340,1.6610,0.06,0.25,0.53,0.95,8.81,9.72,20.77,29.89,7.92,73.60,9.6330,0.08%
146,147,003198,光大安诚债券C,2021-11-15,1.2001,1.2704,-0.35,3.05,6.77,5.21,8.80,5.20,10.79,15.36,5.62,28.32,5.4923,0.00%
147,148,485114,工银添颐债券A,2021-11-12,2.6730,2.6730,0.15,1.02,2.10,2.18,8.79,12.55,27.89,33.85,8.88,167.30,12.8324,0.00%
148,149,001257,兴业收益增强债券A,2021-11-12,1.55,1.55,0.45,1.04,4.45,5.51,8.77,11.75,23.51,34.78,12.16,55,11.6715,0.08%
149,150,007666,华夏鼎泓债券A,2021-11-15,1.2362,1.2362,0.07,0.92,1.43,1.95,8.77,11.40,,,10.29,23.53,11.8222,0.08%
150,151,050011,博时信用债券A/B,2021-11-15,3.4150,3.53,-0.73,1.19,1.43,1.40,8.69,12.82,34.55,50.57,8.21,274.97,11.6883,0.08%
151,152,320008,诺安增利债券A,2021-11-15,1.87,2.0350,-0.16,0.27,4.12,3.66,8.66,7.97,38.83,40.71,5.83,111.39,7.8917,0.08%
152,153,005887,华夏鼎沛债券C,2021-11-12,1.3978,1.4939,0.42,1.56,2.40,1.14,8.61,4.57,28.41,50.46,6.11,50.38,4.4630,0.00%
153,154,002689,红塔红土长益定开债C,2021-11-12,1.0384,1.3186,0.34,1.42,3.90,2.91,8.61,3.42,22,27.86,5.23,31.86,,0.00%
154,155,001258,兴业收益增强债券C,2021-11-12,1.5040,1.5040,0.47,1.08,4.52,5.47,8.59,11.32,22.58,33.22,11.82,50.40,11.3249,0.00%
155,156,007667,华夏鼎泓债券C,2021-11-15,1.2264,1.2264,0.07,0.92,1.40,1.84,8.56,10.95,,,9.91,22.56,11.3878,0.00%
156,157,485014,工银添颐债券B,2021-11-12,2.5150,2.5150,0.16,1.04,2.07,2.07,8.55,12.13,26.89,32.16,8.50,151.50,12.3771,0.00%
157,158,206003,鹏华信用增利债券A,2021-11-12,1.3373,1.8463,0.41,1.25,4.10,3.06,8.52,10.53,23.88,32.38,7.60,96.91,10.5464,0.08%
158,159,050111,博时信用债券C,2021-11-15,3.31,3.4070,-0.72,1.16,1.41,1.29,8.49,12.39,33.58,49.03,7.85,258.43,11.2817,0.00%
159,160,320009,诺安增利债券B,2021-11-15,1.7470,1.9120,-0.17,0.23,4.11,3.56,8.37,7.51,37.67,38.65,5.43,98.19,7.4279,0.00%
160,161,400027,东方双债添利债券A,2021-11-12,1.3179,1.7878,0.80,2.23,5.77,3.07,8.31,6.50,21.76,27.87,7.72,88.68,6.5462,0.08%
161,162,206004,鹏华信用增利债券B,2021-11-12,1.4357,1.8318,0.41,1.24,4.07,2.97,8.30,10.09,22.91,30.98,7.23,91.08,10.1137,0.00%
162,163,003680,华润元大双鑫债券A,2021-11-12,1.2302,1.2302,0.07,1.16,3.28,1.55,8.28,10.73,26.29,34.26,6.67,23.01,11.3504,0.08%
163,164,164606,华泰柏瑞信用增利债(LOF)A,2021-11-15,1.2790,1.4725,-0.16,1.72,3.33,4.08,8.16,10.04,11.76,15.49,9.12,52.95,9.9571,0.08%
164,165,002276,中邮纯债恒利债券A,2021-11-12,1.1690,1.28,0,0.43,0.78,2.90,8.14,10.70,14.35,19.97,9.97,29.83,10.7008,0.08%
165,166,002490,金鹰元祺信用债,2021-11-12,1.4327,1.4747,0.39,1.02,2.86,1.70,8.12,13.63,26.71,33.38,9.72,48.75,13.4991,0.08%
