,序号,基金代码,基金简称,日期,单位净值,累计净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,自定义,手续费
154,155,161232,国投瑞银瑞盛混合(LOF),2021-11-15,1.3960,1.3960,0.87,3.10,8.05,4.80,3.71,11.15,94.16,132.67,10.53,39.60,8.7196,0.15%
155,156,164808,工银四季收益债券(LOF),2021-11-15,1.0882,1.7602,0.10,0.30,0.77,1.45,3.69,6.11,10.99,17.12,5.61,103.37,6.2340,0.08%
156,157,162712,广发聚利债券(LOF)A,2021-11-15,1.5093,1.9844,-0.66,-0.40,-0.84,-1.46,3.58,4.89,9.59,14.95,4.36,115.02,5.8230,0.08%
157,158,163819,中银信用增利债券(LOF)A,2021-11-15,1.0760,1.68,0,0.28,0.37,0.37,3.55,6.82,11,19.10,5.61,85.70,6.9213,0.08%
158,159,165512,信诚新机遇混合(LOF),2021-11-12,1.8830,3.4150,0.11,1.13,3.86,0.59,3.46,7.47,47.51,83.72,2.39,312.68,7.8012,0.15%
159,160,161115,易方达岁丰添利债券(LOF),2021-11-15,1.50,2.4110,0,0.19,0.74,0.74,3.36,7.81,21.67,36.89,5.75,180.08,7.4331,0.08%
160,161,162414,华宝新机遇混合(LOF)A,2021-11-15,1.6316,1.6316,-0.02,0.21,0.25,0.54,3.26,8.20,27.37,44.25,5.32,63.16,8.0652,0.15%
161,162,501089,方正富邦消费红利指数增强(LOF),2021-11-15,1.4479,1.4479,0.19,0.40,2.88,6.84,3.23,6.50,,,2.42,44.79,4.3695,0.12%
162,163,501047,汇添富中证全指证券公司指数A,2021-11-15,1.1605,1.1605,-0.57,2.29,0.09,3.74,3.20,-4.20,27.29,46.49,-8.23,16.05,-4.3436,0.08%
163,164,161015,富国天盈债券(LOF)C,2021-11-15,1.1803,1.8824,0.05,0.21,0.56,0.95,3.16,5.99,13.02,20.56,6.11,100.47,5.9262,0.00%
164,165,161716,招商双债增强债券(LOF)C,2021-11-15,1.4010,1.54,0.07,0.07,0.79,0.86,3.09,5.82,10.14,17.63,5.50,63.34,5.8201,0.08%
165,166,501048,汇添富中证全指证券公司指数C,2021-11-15,1.1621,1.1621,-0.58,2.28,0.06,3.67,3.06,-4.45,26.66,46.95,-8.44,16.21,-4.5718,0.00%
166,167,161727,招商增荣混合(LOF),2021-11-15,1.6620,1.6620,-1.77,-0.18,0.97,-2.64,3.04,4.27,46.30,76.62,2.53,66.20,5.6180,0.15%
167,168,161019,富国新天锋债券(LOF),2021-11-15,1.0882,1.6007,0.06,0.08,0.62,0.55,2.97,5.18,12.18,21.25,5.28,79.18,5.0725,0.08%
168,169,161713,招商信用添利债券(LOF)A,2021-11-15,1.0402,1.7948,0.05,0.08,0.72,0.89,2.90,5.90,9.32,15.48,5.66,113.13,5.9456,0.08%
169,170,165515,信诚沪深300指数(LOF)A,2021-11-12,1.2485,1.8101,-0.12,0.96,0.39,-0.12,2.84,9.75,44.85,75.48,2.59,124.38,9.8461,0.12%
170,171,160639,鹏华中证高铁产业指数(LOF),2021-11-12,0.8380,0.3690,0.60,2.57,-1.30,1.33,2.82,0.60,12.81,5.10,1.70,-63.73,0.2394,0.12%
171,172,162108,金鹰元盛债券型发起式C,2021-11-12,1.2020,1.3790,0,0,0.92,0.84,2.82,4.89,12.13,14.67,4.34,42.48,4.7951,0.00%
172,173,165526,信诚新旺混合(LOF)A,2021-11-12,1.5330,1.5680,0,0.13,0.26,1.19,2.71,6.26,25.37,41.81,4.49,56.84,6.2612,0.15%
173,174,501041,汇添富弘安(LOF)A,2021-11-15,1.2631,1.2631,-0.05,0.14,0.42,0.56,2.69,6.45,14.86,19.87,2.54,26.31,6.2647,0.12%
174,175,161119,易方达中债新综指(LOF)A,2021-11-15,1.5041,1.5041,0.08,0.04,0.73,0.69,2.68,5.25,8.31,13.83,4.48,50.41,5.2377,0.08%
175,176,160618,鹏华丰泽债券(LOF),2021-11-12,1.4185,1.7835,0.04,0.17,0.75,0.84,2.64,4.09,7.26,15.61,4,89.37,4.2861,0.00%
176,177,160807,长盛沪深300指数(LOF),2021-11-12,1.6830,2.0330,-0.12,0.84,0.06,-0.82,2.62,8.24,54,90.11,1.02,115.83,8.2389,0.12%
177,178,162215,泰达宏利聚利债券(LOF),2021-11-15,1.2330,1.8760,-0.40,-0.24,-0.08,-4.49,2.58,2.32,13.75,26.20,0.49,87.54,2.4834,0.08%
178,179,162511,国联安双佳信用债券(LOF),2021-11-12,0.8739,1.2469,0.02,0.08,0.49,0.77,2.41,3.54,4.91,8.84,3.05,64.26,3.6655,0.08%
179,180,164902,交银信用添利债券(LOF),2021-11-15,1.2186,,0.05,0.11,0.68,0.65,2.39,4.36,7.16,11.34,4.31,81.14,4.3791,0.08%
180,181,163003,长信利鑫债券(LOF)C,2021-11-15,0.6264,1.1324,-0.37,0.55,1.49,1.97,2.36,1.55,7.42,12.34,1.16,115.06,1.5563,0.00%
181,182,501042,汇添富弘安(LOF)C,2021-11-15,1.2218,1.2218,-0.06,0.12,0.34,0.34,2.27,5.58,13.01,16.99,1.83,22.18,5.4243,0.00%
182,183,160812,长盛同益成长回报(LOF),2021-11-12,2.6240,5.9390,0.57,0.73,4.63,-3.03,2.14,6.23,73.54,103.73,-2.71,162.40,6.4935,0.15%
183,184,164210,天弘同利债券(LOF)C,2021-11-15,1.1625,1.7165,0.04,0.08,0.54,0.91,2.14,4.77,10.43,15.11,3.72,90.10,4.7508,0.00%
184,185,501011,汇添富中证中药指数(LOF)A,2021-11-15,1.0733,1.0733,1.30,2.88,-1.29,-1.54,2.12,12.84,40.23,31.76,13.61,7.33,11.0005,0.10%
185,186,161820,银华纯债信用债券(LOF),2021-11-15,1.1140,1.5290,0,0.09,0.54,0.63,2.10,4.17,7.01,11.51,3.51,62.52,4.2638,0.08%
186,187,502006,易方达中证国企改革(LOF)A,2021-11-15,1.5322,0.9523,-0.37,1.08,-0.76,0.56,2.07,10.35,56.76,86.52,1.69,-0.33,9.5995,0.10%
187,188,166401,浦银安盛稳健增利债券C,2021-11-12,1.0950,1.2410,0.09,0.09,0.46,0.64,2.05,3.96,7.53,12.10,3.40,65.18,4.1522,0.00%
188,189,161026,富国中证国有企业改革指数,2021-11-15,1.1260,1.4120,-0.35,1.08,-0.71,0.36,1.99,8.93,37.39,60.53,1.53,33.33,8.2903,0.12%
189,190,501086,华宝MSCI中国A股国际通(LOF)A,2021-11-15,1.5103,1.5103,-0.46,0.09,-0.32,0.60,1.99,9.90,50.64,,2.06,51.03,9.4023,0.10%
